18, reasoning-,cop #1
19,matters,cop #3
23, nothing-,cop #1
28,im,cop #2
29,nothing,cop #3
34, i-,cop #1
36,it,cop #3
38,something,cop #3
41, this-,cop #1
47, api-,cop #1
51, this-,cop #1
54,didnt,cop #2
58,lies,cop #2
60, this-,cop #1
62, that-,cop #1
64, recommendation-,cop #1
67, this-,cop #1
71,get,cop #2
75,make-,cop #2
78, html-,cop #1
79, food-,cop #1
80,closing,cop #2
82, tabs-,cop #1
93, this-,cop #1
121, this-,cop #1
122, this-,cop #1
131, you-,cop #1
139,im,cop #2
140,im,cop #2
146, attributes-,cop #1
147, i-,cop #1
151, me-,cop #1
153, comment-,cop #1
154,im,cop #2
163, requests-,cop #1
168, this-,cop #1
169, comment-,cop #1
171, closewithresources-,cop #1
175, it-,cop #1
183,something,cop #3
186,had,cop #2
189, this-,cop #1
199, it-,cop #1
209, message-,cop #1
210,im,cop #3
218, users-,cop #1
219, this-,cop #1
237, this-,cop #1
239, they-,cop #1
244,something-,cop #3
246, help-,cop #1
247, formatting-,cop #1
249,fixed,cop #2
252, it-,cop #1
253,catching-,cop #2
255,stands,cop #2
256, this-,cop #1
264, it-,cop #1
272, this-,cop #1
275, pk-,cop #1
287,found,cop #2
295,me,cop #3
297, typo-,cop #1
300, it-,cop #1
304,jarsomething-,cop #3
306,maven,cop #3
307, example-,cop #1
320, 1-,cop #1
323, it-,cop #1
326, this-,cop #1
330,made,cop #2
337, most-,cop #1
339, this-,cop #1
340,met,cop #2
341, one-,cop #1
345, it-,cop #1
345, this-,cop #1
355,blaming,cop #2
357, this-,cop #1
365, that-,cop #1
367,use,cop #2
369, this-,cop #1
371, #ifdefs-,cop #1
373, this-,cop #1
377, this-,cop #1
378, page-,cop #1
379,catch,cop #2
380,have,cop #2
384, thing-,cop #1
386,forgive-,cop #2
388,have-,cop #2
394,im-,cop #3
396, exeption-,cop #1
397, this-,cop #1
398, code-,cop #1
400,it,cop #3
401, agreethat-,cop #1
405, tikaconfigxml-,cop #1
407, 0002-,cop #1
412, it-,cop #1
417, this-,cop #1
418, this-,cop #1
419,its,cop #3
421, this-,cop #1
423, buttons-,cop #1
428, solution-,cop #1
432, what-,cop #1
434, it-,cop #1
440, this-,cop #1
444, code-,cop #1
449, issue-,cop #1
451, thing-,cop #1
455, this-,cop #1
456, bug-,cop #1
458, workaround-,cop #1
461, this-,cop #1
466, this-,cop #1
471, this-,cop #1
475, it-,cop #1
476,made,cop #2
477, it-,cop #1
481,code-,cop #3
481,cause-,cop #2
484, page-,cop #1
496,made,cop #2
497,fixing,cop #2
512, nothing-,cop #1
520, this-,cop #1
525, pages-,cop #1
527, apologies-,cop #1
531, this-,cop #1
535, memoryindex-,cop #1
538,me-,cop #3
544, that-,cop #1
545,work,cop #2
550, bug-,cop #1
552, warnings-,cop #1
553,did,cop #2
557, i-,cop #1
561, that-,cop #1
565,something-,cop #3
566, it-,cop #1
567,that-,cop #3
568,display,cop #2
570, @argv1-,cop #1
573,script,cop #3
588,connection-,cop #3
589,accomplishing,cop #2
596, bug-,cop #1
600,put,cop #2
603,kinda,cop #3
605, i-,cop #1
606,fixed,cop #2
617,oh,cop #2
628,made-,cop #2
631,me-,cop #3
635, this-,cop #1
637, some-,cop #1
643, desk-,cop #1
644, this-,cop #1
646, track-1,cop #1
650,made,cop #2
651,me-,cop #3
652, zones-,cop #1
654, case-,cop #1
658, antfoo-,cop #1
663,forgive,cop #2
672,ok,cop #2
674,found,cop #2
677, memory-,cop #1
679,os,cop #2
684, this-,cop #1
685, it-,cop #1
686, code-,cop #1
689,did,cop #2
697, that-,cop #1
699, those-,cop #1
710, color-,cop #1
718,consider,cop #2
719, submodules-,cop #1
